source	target	distance_nm
FLTG	TXBC	849.60
FLTG	TXCF	822.89
FLTG	TXCM	797.41
FLTG	TXCT	814.13
FLTG	TXDC	793.82
FLTG	TXDL	814.13
FLTG	TXDM	814.13
FLTG	TXDR	845.35
FLTG	TXDS	814.13
FLTG	TXFW	822.89
FLTG	TXHD	797.41
FLTG	TXHH	687.91
FLTG	TXHI	687.91
FLTG	TXHS	849.60
FLTG	TXJS	655.59
FLTG	TXLM	1055.21
FLTG	TXLP	1270.74
FLTG	TXMC	797.41
FLTG	TXMH	687.91
FLTG	TXPL	822.89
FLTG	TXPM	797.41
FLTG	TXSP	797.41
FLTG	TXSW	802.82
FLTG	TXTC	687.91
FLTG	TXTX	797.41
FLTG	TXUC	849.60
FLTG	TXVA	687.91
FLTG	UTLD	1638.13
FLTG	UTMC	1639.85
FLTG	UTPC	1639.85
FLTG	VACH	619.55
FLTG	VAFH	708.43
FLTG	VAHD	629.69
FLTG	VAMC	629.69
FLTG	VAMV	629.69
FLTG	VANG	619.55
FLTG	VAUV	638.19
FLTG	VTMC	1088.26
FLTG	WACH	2197.57
FLTG	WASH	2012.84
FLTG	WASM	2197.57
FLTG	WAUW	2197.57
FLTG	WAVM	2197.57
FLTG	WICH	944.95
FLTG	WISE	944.95
FLTG	WISL	944.95
FLTG	WIUW	969.46
FLTG	WVCA	626.67
FLTG	WVWU	713.14
FLUF	ALCH	326.48
FLUF	ALUA	326.48
FLUF	ALVA	326.48
FLUF	ARBH	591.70
FLUF	ARCH	591.70
FLUF	ARUA	591.70
FLUF	AZCH	1535.55
FLUF	AZGS	1535.55
FLUF	AZMC	1535.55
FLUF	AZSJ	1535.55
FLUF	AZUA	1480.80
FLUF	CACH	1792.93
FLUF	CACL	1843.37
FLUF	CACS	1843.37
FLUF	CAGH	1798.10
FLUF	CAHP	1830.01
FLUF	CAIM	1824.33
FLUF	CALA	1848.73
FLUF	CALL	1794.50
FLUF	CAMB	2046.83
FLUF	CAPC	2033.95
FLUF	CAPM	2046.83
FLUF	CASD	1798.10
FLUF	CASF	2046.83
FLUF	CASG	2005.31
FLUF	CASH	1792.93
FLUF	CASJ	1824.33
FLUF	CASM	2005.31
FLUF	CASU	2034.43
FLUF	CAUC	1843.37
FLUF	CAUH	1843.37
FLUF	COCH	1261.68
FLUF	COPM	1268.26
FLUF	COSL	1268.26
FLUF	COUC	1261.68
FLUF	CTHH	865.41
FLUF	CTYN	837.02
FLUF	DCCH	614.26
FLUF	DCGU	614.26
FLUF	DCGW	614.26
FLUF	DCWH	614.26
FLUF	DCWR	617.87
FLUF	DEAI	692.53
FLUF	DECC	684.44
FLUF	FLAC	114.30
FLUF	FLCC	236.72
FLUF	FLFH	83.18
FLUF	FLHM	73.15
FLUF	FLJD	247.50
FLUF	FLJM	259.20
FLUF	FLLM	107.53
FLUF	FLMR	247.50
FLUF	FLSH	258.70
FLUF	FLSL	53.72
FLUF	FLTG	102.68
FLUF	GAEH	267.94
FLUF	GAEM	267.94
FLUF	GAMC	230.26
FLUF	GAPH	267.94
FLUF	HIQM	4059.73
FLUF	IAIM	903.54
FLUF	IAIV	849.22
FLUF	IAVA	849.22
FLUF	ILCH	771.42
FLUF	ILCM	778.46
FLUF	ILLU	782.23
FLUF	ILMM	708.42
FLUF	ILNM	778.46
FLUF	ILPL	778.46
FLUF	ILSF	752.91
FLUF	ILUC	778.46
FLUF	ILUI	778.46
FLUF	ILVA	780.75
FLUF	INIM	636.72
FLUF	INSV	636.72
FLUF	KSUK	832.67
FLUF	KYJH	544.57
FLUF	KYKC	544.57
FLUF	KYUK	516.05
FLUF	LACH	404.75
FLUF	LAOF	404.75
FLUF	LATU	409.90
FLUF	LAWK	612.30
FLUF	MABI	937.87
FLUF	MABS	884.56
FLUF	MABU	937.87
FLUF	MACH	937.87
FLUF	MALC	941.11
FLUF	MAMG	937.87
FLUF	MANM	937.87
FLUF	MAPB	937.87
FLUF	MAUM	913.10
FLUF	MDJH	644.51
FLUF	MDUM	644.51
FLUF	MEMC	1020.95
FLUF	MIBH	772.67
FLUF	MICH	762.96
FLUF	MIDV	816.16
FLUF	MIHF	762.96
FLUF	MISH	816.16
FLUF	MISJ	762.96
FLUF	MISM	816.16
FLUF	MIUM	762.26
FLUF	MNAN	1057.05
FLUF	MNCM	1057.05
FLUF	MNHC	1057.05
FLUF	MNMC	990.22
FLUF	MNUM	1057.05
FLUF	MOBH	665.91
FLUF	MOCG	665.91
FLUF	MOCH	665.91
FLUF	MOCM	830.42
FLUF	MOLH	830.42
FLUF	MORH	830.42
FLUF	MOSL	665.91
FLUF	MOUM	746.98
FLUF	MSUM	434.98
FLUF	NCBG	401.53
FLUF	NCCM	343.44
FLUF	NCDU	418.66
FLUF	NCEC	437.16
FLUF	NCMH	410.94
FLUF	NDMC	1343.23
FLUF	NDSL	1235.72
FLUF	NECH	962.54
FLUF	NEUN	962.54
FLUF	NHDH	969.50
FLUF	NJBI	776.47
FLUF	NJHK	787.36
FLUF	NJLL	713.00
FLUF	NJRW	756.93
FLUF	NJSB	775.95
FLUF	NJUH	776.47
FLUF	NMAQ	1273.87
FLUF	NMPH	1273.87
FLUF	NVUM	1693.42
FLUF	NYAM	884.03
FLUF	NYCC	784.14
FLUF	NYCP	779.53
FLUF	NYDS	777.99
FLUF	NYEC	812.67
FLUF	NYFL	842.78
FLUF	NYMA	789.45
FLUF	NYMS	779.53
FLUF	NYNS	791.56
FLUF	NYNY	779.53
FLUF	NYSB	812.69
FLUF	NYUC	779.53
FLUF	NYUM	858.33
FLUF	NYVA	789.45
FLUF	NYWC	803.44
FLUF	OHCC	712.82
FLUF	OHCH	620.63
FLUF	OHCM	578.22
FLUF	OHCO	723.77
FLUF	OHOU	620.63
FLUF	OHTC	578.22
FLUF	OHUC	578.22
FLUF	OHUH	712.82
FLUF	OKBC	844.17
FLUF	OKCM	844.17
FLUF	OKMD	844.17
FLUF	OKSJ	791.71
FLUF	ORGS	2116.45
FLUF	ORSV	2116.45
FLUF	ORUO	2116.45
FLUF	ORVA	2116.45
FLUF	PAAE	712.34
FLUF	PAAG	658.59
FLUF	PACH	658.59
FLUF	PACP	712.34
FLUF	PAGM	735.11
FLUF	PAHE	697.20
FLUF	PAHH	691.62
FLUF	PAHM	712.34
FLUF	PALV	738.83
FLUF	PAPH	757.82
FLUF	PAPT	658.59
FLUF	PASC	712.34
FLUF	PATJ	712.34
FLUF	PATU	712.34
FLUF	PAUP	712.34
FLUF	PAVA	658.59
FLUF	PRCC	1112.96
FLUF	PRSJ	1117.49
FLUF	RIRH	903.19
FLUF	SCCH	224.87
FLUF	SCLA	314.74
FLUF	SCMU	224.87
FLUF	SCPG	312.55
FLUF	SDMK	1083.33
FLUF	SDSV	1083.33
FLUF	TNBM	512.36
FLUF	TNEM	357.83
FLUF	TNLB	512.36
FLUF	TNMH	512.36
FLUF	TNST	451.03
FLUF	TNUK	387.65
FLUF	TNVU	451.03
FLUF	TXAS	793.03
FLUF	TXBC	845.07
FLUF	TXCF	793.03
FLUF	TXCM	766.59
FLUF	TXCT	803.20
FLUF	TXDC	802.41
FLUF	TXDL	803.20
FLUF	TXDM	803.20
FLUF	TXDR	863.72
FLUF	TXDS	803.20
FLUF	TXFW	793.03
FLUF	TXHD	766.59
FLUF	TXHH	680.63
FLUF	TXHI	680.63
FLUF	TXHS	845.07
FLUF	TXJS	652.45
FLUF	TXLM	1025.14
FLUF	TXLP	1252.57
FLUF	TXMC	766.59
FLUF	TXMH	680.63
FLUF	TXPL	793.03
FLUF	TXPM	766.59
FLUF	TXSP	766.59
FLUF	TXSW	785.28
FLUF	TXTC	680.63
FLUF	TXTX	766.59
FLUF	TXUC	845.07
FLUF	TXVA	680.63
FLUF	UTLD	1586.52
FLUF	UTMC	1587.93
FLUF	UTPC	1587.93
FLUF	VACH	528.11
FLUF	VAFH	610.76
FLUF	VAHD	533.35
FLUF	VAMC	533.35
FLUF	VAMV	533.35
FLUF	VANG	528.11
FLUF	VAUV	538.82
FLUF	VTMC	990.95
FLUF	WACH	2133.41
FLUF	WASH	1945.86
FLUF	WASM	2133.41
FLUF	WAUW	2133.41
FLUF	WAVM	2133.41
FLUF	WICH	848.34
FLUF	WISE	848.34
FLUF	WISL	848.34
FLUF	WIUW	875.36
FLUF	WVCA	524.00
FLUF	WVWU	611.02
GAEH	ALCH	121.49
GAEH	ALUA	121.49
GAEH	ALVA	121.49
GAEH	ARBH	396.94
GAEH	ARCH	396.94
GAEH	ARUA	396.94
GAEH	AZCH	1381.97
GAEH	AZGS	1381.97
GAEH	AZMC	1381.97
GAEH	AZSJ	1381.97
GAEH	AZUA	1339.83
GAEH	CACH	1641.96
GAEH	CACL	1681.20
GAEH	CACS	1681.20
GAEH	CAGH	1646.06
GAEH	CAHP	1667.34
GAEH	CAIM	1664.44
GAEH	CALA	1688.14
GAEH	CALL	1632.89
GAEH	CAMB	1857.77
GAEH	CAPC	1847.01
GAEH	CAPM	1857.77
GAEH	CASD	1646.06
GAEH	CASF	1857.77
GAEH	CASG	1811.34
GAEH	CASH	1641.96
GAEH	CASJ	1664.44
GAEH	CASM	1811.34
GAEH	CASU	1847.59
GAEH	CAUC	1681.20
GAEH	CAUH	1681.20
GAEH	COCH	1045.45
GAEH	COPM	1052.35
GAEH	COSL	1052.35
GAEH	COUC	1045.45
GAEH	CTHH	734.48
GAEH	CTYN	709.64
GAEH	DCCH	471.42
GAEH	DCGU	471.42
GAEH	DCGW	471.42
GAEH	DCWH	471.42
GAEH	DCWR	472.72
GAEH	DEAI	557.49
GAEH	DECC	547.68
GAEH	FLAC	370.62
GAEH	FLCC	504.44
GAEH	FLFH	349.17
GAEH	FLHM	322.76
GAEH	FLJD	514.81
GAEH	FLJM	526.86
GAEH	FLLM	360.61
GAEH	FLMR	514.81
GAEH	FLSH	246.41
GAEH	FLSL	248.16
GAEH	FLTG	362.65
GAEH	FLUF	267.94
GAEH	GAEM	0.00
GAEH	GAMC	122.06
GAEH	GAPH	0.00
GAEH	HIQM	3908.26
GAEH	IAIM	643.45
GAEH	IAIV	583.88
GAEH	IAVA	583.88
GAEH	ILCH	504.54
GAEH	ILCM	511.95
GAEH	ILLU	515.34
GAEH	ILMM	442.79
GAEH	ILNM	511.95
GAEH	ILPL	511.95
GAEH	ILSF	485.76
GAEH	ILUC	511.95
GAEH	ILUI	511.95
GAEH	ILVA	513.85
GAEH	INIM	371.68
GAEH	INSV	371.68
GAEH	KSUK	590.21
GAEH	KYJH	278.86
GAEH	KYKC	278.86
GAEH	KYUK	258.37
GAEH	LACH	368.33
GAEH	LAOF	368.33
GAEH	LATU	371.33
GAEH	LAWK	476.67
GAEH	MABI	814.18
GAEH	MABS	750.48
GAEH	MABU	814.18
GAEH	MACH	814.18
GAEH	MALC	814.51
GAEH	MAMG	814.18
GAEH	MANM	814.18
GAEH	MAPB	814.18
GAEH	MAUM	784.20
GAEH	MDJH	501.82
GAEH	MDUM	501.82
GAEH	MEMC	888.86
GAEH	MIBH	528.66
GAEH	MICH	519.78
GAEH	MIDV	557.10
GAEH	MIHF	519.78
GAEH	MISH	557.10
GAEH	MISJ	519.78
GAEH	MISM	557.10
GAEH	MIUM	513.77
GAEH	MNAN	789.85
GAEH	MNCM	789.85
GAEH	MNHC	789.85
GAEH	MNMC	723.09
GAEH	MNUM	789.85
GAEH	MOBH	406.27
GAEH	MOCG	406.27
GAEH	MOCH	406.27
GAEH	MOCM	587.85
GAEH	MOLH	587.85
GAEH	MORH	587.85
GAEH	MOSL	406.27
GAEH	MOUM	495.32
GAEH	MSUM	304.61
GAEH	NCBG	248.40
GAEH	NCCM	196.91
GAEH	NCDU	302.44
GAEH	NCEC	364.44
GAEH	NCMH	293.53
GAEH	NDMC	1082.59
GAEH	NDSL	969.90
GAEH	NECH	710.93
GAEH	NEUN	710.93
GAEH	NHDH	821.68
GAEH	NJBI	643.73
GAEH	NJHK	654.02
GAEH	NJLL	580.41
GAEH	NJRW	624.50
GAEH	NJSB	640.83
GAEH	NJUH	643.73
GAEH	NMAQ	1104.46
GAEH	NMPH	1104.46
GAEH	NVUM	1515.89
GAEH	NYAM	732.80
GAEH	NYCC	655.47
GAEH	NYCP	648.94
GAEH	NYDS	648.84
GAEH	NYEC	607.31
GAEH	NYFL	648.71
GAEH	NYMA	658.41
GAEH	NYMS	648.94
GAEH	NYNS	663.14
GAEH	NYNY	648.94
GAEH	NYSB	688.29
GAEH	NYUC	648.94
GAEH	NYUM	679.83
GAEH	NYVA	658.41
GAEH	NYWC	670.47
GAEH	OHCC	483.18
GAEH	OHCH	379.39
GAEH	OHCM	321.79
GAEH	OHCO	476.82
GAEH	OHOU	379.39
GAEH	OHTC	321.79
GAEH	OHUC	321.79
GAEH	OHUH	483.18
GAEH	OKBC	657.10
GAEH	OKCM	657.10
GAEH	OKMD	657.10
GAEH	OKSJ	589.24
GAEH	ORGS	1886.54
GAEH	ORSV	1886.54
GAEH	ORUO	1886.54
GAEH	ORVA	1886.54
GAEH	PAAE	579.09
GAEH	PAAG	454.09
GAEH	PACH	454.09
GAEH	PACP	579.09
GAEH	PAGM	570.71
GAEH	PAHE	540.25
GAEH	PAHH	531.76
GAEH	PAHM	579.09
GAEH	PALV	592.82
GAEH	PAPH	543.31
GAEH	PAPT	454.09
GAEH	PASC	579.09
GAEH	PATJ	579.09
GAEH	PATU	579.09
GAEH	PAUP	579.09
GAEH	PAVA	454.09
GAEH	PRCC	1343.61
GAEH	PRSJ	1348.05
GAEH	RIRH	783.11
GAEH	SCCH	230.97
GAEH	SCLA	189.09
GAEH	SCMU	230.97
GAEH	SCPG	119.04
GAEH	SDMK	824.35
GAEH	SDSV	824.35
GAEH	TNBM	292.88
GAEH	TNEM	90.30
GAEH	TNLB	292.88
GAEH	TNMH	292.88
GAEH	TNST	186.63
GAEH	TNUK	134.92
GAEH	TNVU	186.63
GAEH	TXAS	652.90
GAEH	TXBC	766.76
GAEH	TXCF	652.90
GAEH	TXCM	625.92
GAEH	TXCT	711.37
GAEH	TXDC	761.52
GAEH	TXDL	711.37
GAEH	TXDM	711.37
GAEH	TXDR	843.83
GAEH	TXDS	711.37
GAEH	TXFW	652.90
GAEH	TXHD	625.92
GAEH	TXHH	609.74
GAEH	TXHI	609.74
GAEH	TXHS	766.76
GAEH	TXJS	595.75
GAEH	TXLM	872.32
GAEH	TXLP	1121.24
GAEH	TXMC	625.92
GAEH	TXMH	609.74
GAEH	TXPL	652.90
GAEH	TXPM	625.92
GAEH	TXSP	625.92
GAEH	TXSW	677.66
GAEH	TXTC	609.74
GAEH	TXTX	625.92
GAEH	TXUC	766.76
GAEH	TXVA	609.74
GAEH	UTLD	1373.99
GAEH	UTMC	1374.78
GAEH	UTPC	1374.78
GAEH	VACH	438.70
GAEH	VAFH	466.04
GAEH	VAHD	408.88
GAEH	VAMC	408.88
GAEH	VAMV	408.88
GAEH	VANG	438.70
GAEH	VAUV	386.01
GAEH	VTMC	827.53
GAEH	WACH	1894.88
GAEH	WASH	1703.45
GAEH	WASM	1894.88
GAEH	WAUW	1894.88
GAEH	WAVM	1894.88
GAEH	WICH	582.33
GAEH	WISE	582.33
GAEH	WISL	582.33
GAEH	WIUW	607.60
GAEH	WVCA	307.30
GAEH	WVWU	412.94
GAEM	ALCH	121.49
GAEM	ALUA	121.49
GAEM	ALVA	121.49
GAEM	ARBH	396.94
GAEM	ARCH	396.94
GAEM	ARUA	396.94
GAEM	AZCH	1381.97
GAEM	AZGS	1381.97
GAEM	AZMC	1381.97
GAEM	AZSJ	1381.97
GAEM	AZUA	1339.83
GAEM	CACH	1641.96
GAEM	CACL	1681.20
GAEM	CACS	1681.20
GAEM	CAGH	1646.06
GAEM	CAHP	1667.34
GAEM	CAIM	1664.44
GAEM	CALA	1688.14
GAEM	CALL	1632.89
GAEM	CAMB	1857.77
GAEM	CAPC	1847.01
GAEM	CAPM	1857.77
GAEM	CASD	1646.06
GAEM	CASF	1857.77
GAEM	CASG	1811.34
GAEM	CASH	1641.96
GAEM	CASJ	1664.44
GAEM	CASM	1811.34
GAEM	CASU	1847.59
GAEM	CAUC	1681.20
GAEM	CAUH	1681.20
GAEM	COCH	1045.45
GAEM	COPM	1052.35
GAEM	COSL	1052.35
GAEM	COUC	1045.45
GAEM	CTHH	734.48
GAEM	CTYN	709.64
GAEM	DCCH	471.42
GAEM	DCGU	471.42
GAEM	DCGW	471.42
GAEM	DCWH	471.42
GAEM	DCWR	472.72
GAEM	DEAI	557.49
GAEM	DECC	547.68
GAEM	FLAC	370.62
GAEM	FLCC	504.44
GAEM	FLFH	349.17
GAEM	FLHM	322.76
GAEM	FLJD	514.81
GAEM	FLJM	526.86
GAEM	FLLM	360.61
GAEM	FLMR	514.81
GAEM	FLSH	246.41
GAEM	FLSL	248.16
GAEM	FLTG	362.65
GAEM	FLUF	267.94
GAEM	GAEH	0.00
GAEM	GAMC	122.06
GAEM	GAPH	0.00
GAEM	HIQM	3908.26
GAEM	IAIM	643.45
GAEM	IAIV	583.88
GAEM	IAVA	583.88
GAEM	ILCH	504.54
GAEM	ILCM	511.95
GAEM	ILLU	515.34
GAEM	ILMM	442.79
GAEM	ILNM	511.95
GAEM	ILPL	511.95
GAEM	ILSF	485.76
GAEM	ILUC	511.95
GAEM	ILUI	511.95
GAEM	ILVA	513.85
GAEM	INIM	371.68
GAEM	INSV	371.68
GAEM	KSUK	590.21
GAEM	KYJH	278.86
GAEM	KYKC	278.86
GAEM	KYUK	258.37
GAEM	LACH	368.33
GAEM	LAOF	368.33
GAEM	LATU	371.33
GAEM	LAWK	476.67
GAEM	MABI	814.18
GAEM	MABS	750.48
GAEM	MABU	814.18
GAEM	MACH	814.18
GAEM	MALC	814.51
GAEM	MAMG	814.18
GAEM	MANM	814.18
GAEM	MAPB	814.18
GAEM	MAUM	784.20
GAEM	MDJH	501.82
GAEM	MDUM	501.82
GAEM	MEMC	888.86
GAEM	MIBH	528.66
GAEM	MICH	519.78
GAEM	MIDV	557.10
GAEM	MIHF	519.78
GAEM	MISH	557.10
GAEM	MISJ	519.78
GAEM	MISM	557.10
GAEM	MIUM	513.77
GAEM	MNAN	789.85
GAEM	MNCM	789.85
GAEM	MNHC	789.85
GAEM	MNMC	723.09
GAEM	MNUM	789.85
GAEM	MOBH	406.27
GAEM	MOCG	406.27
GAEM	MOCH	406.27
GAEM	MOCM	587.85
GAEM	MOLH	587.85
GAEM	MORH	587.85
GAEM	MOSL	406.27
GAEM	MOUM	495.32
GAEM	MSUM	304.61
GAEM	NCBG	248.40
GAEM	NCCM	196.91
GAEM	NCDU	302.44
GAEM	NCEC	364.44
GAEM	NCMH	293.53
GAEM	NDMC	1082.59
GAEM	NDSL	969.90
GAEM	NECH	710.93
GAEM	NEUN	710.93
GAEM	NHDH	821.68
GAEM	NJBI	643.73
GAEM	NJHK	654.02
GAEM	NJLL	580.41
GAEM	NJRW	624.50
GAEM	NJSB	640.83
GAEM	NJUH	643.73
GAEM	NMAQ	1104.46
GAEM	NMPH	1104.46
GAEM	NVUM	1515.89
GAEM	NYAM	732.80
GAEM	NYCC	655.47
GAEM	NYCP	648.94
GAEM	NYDS	648.84
GAEM	NYEC	607.31
GAEM	NYFL	648.71
GAEM	NYMA	658.41
GAEM	NYMS	648.94
GAEM	NYNS	663.14
GAEM	NYNY	648.94
GAEM	NYSB	688.29
GAEM	NYUC	648.94
GAEM	NYUM	679.83
GAEM	NYVA	658.41
GAEM	NYWC	670.47
GAEM	OHCC	483.18
GAEM	OHCH	379.39
GAEM	OHCM	321.79
GAEM	OHCO	476.82
GAEM	OHOU	379.39
GAEM	OHTC	321.79
GAEM	OHUC	321.79
GAEM	OHUH	483.18
GAEM	OKBC	657.10
GAEM	OKCM	657.10
GAEM	OKMD	657.10
GAEM	OKSJ	589.24
GAEM	ORGS	1886.54
GAEM	ORSV	1886.54
GAEM	ORUO	1886.54
GAEM	ORVA	1886.54
GAEM	PAAE	579.09
GAEM	PAAG	454.09
GAEM	PACH	454.09
GAEM	PACP	579.09
GAEM	PAGM	570.71
GAEM	PAHE	540.25
GAEM	PAHH	531.76
GAEM	PAHM	579.09
GAEM	PALV	592.82
GAEM	PAPH	543.31
GAEM	PAPT	454.09
GAEM	PASC	579.09
GAEM	PATJ	579.09
GAEM	PATU	579.09
GAEM	PAUP	579.09
GAEM	PAVA	454.09
GAEM	PRCC	1343.61
GAEM	PRSJ	1348.05
GAEM	RIRH	783.11
GAEM	SCCH	230.97
GAEM	SCLA	189.09
GAEM	SCMU	230.97
GAEM	SCPG	119.04
GAEM	SDMK	824.35
GAEM	SDSV	824.35
GAEM	TNBM	292.88
GAEM	TNEM	90.30
GAEM	TNLB	292.88
GAEM	TNMH	292.88
GAEM	TNST	186.63
GAEM	TNUK	134.92
GAEM	TNVU	186.63
GAEM	TXAS	652.90
GAEM	TXBC	766.76
GAEM	TXCF	652.90
GAEM	TXCM	625.92
GAEM	TXCT	711.37
GAEM	TXDC	761.52
GAEM	TXDL	711.37
GAEM	TXDM	711.37
GAEM	TXDR	843.83
GAEM	TXDS	711.37
GAEM	TXFW	652.90
GAEM	TXHD	625.92
GAEM	TXHH	609.74
GAEM	TXHI	609.74
GAEM	TXHS	766.76
GAEM	TXJS	595.75
GAEM	TXLM	872.32
GAEM	TXLP	1121.24
GAEM	TXMC	625.92
GAEM	TXMH	609.74
GAEM	TXPL	652.90
GAEM	TXPM	625.92
GAEM	TXSP	625.92
GAEM	TXSW	677.66
GAEM	TXTC	609.74
GAEM	TXTX	625.92
GAEM	TXUC	766.76
GAEM	TXVA	609.74
GAEM	UTLD	1373.99
GAEM	UTMC	1374.78
GAEM	UTPC	1374.78
GAEM	VACH	438.70
GAEM	VAFH	466.04
GAEM	VAHD	408.88
GAEM	VAMC	408.88
GAEM	VAMV	408.88
GAEM	VANG	438.70
GAEM	VAUV	386.01
GAEM	VTMC	827.53
GAEM	WACH	1894.88
GAEM	WASH	1703.45
GAEM	WASM	1894.88
GAEM	WAUW	1894.88
GAEM	WAVM	1894.88
GAEM	WICH	582.33
GAEM	WISE	582.33
GAEM	WISL	582.33
GAEM	WIUW	607.60
GAEM	WVCA	307.30
GAEM	WVWU	412.94
GAMC	ALCH	241.99
GAMC	ALUA	241.99
GAMC	ALVA	241.99
GAMC	ARBH	518.81
GAMC	ARCH	518.81
GAMC	ARUA	518.81
GAMC	AZCH	1504.03
GAMC	AZGS	1504.03
GAMC	AZMC	1504.03
GAMC	AZSJ	1504.03
GAMC	AZUA	1461.65
GAMC	CACH	1764.03
GAMC	CACL	1803.10
GAMC	CACS	1803.10
GAMC	CAGH	1768.12
GAMC	CAHP	1789.23
GAMC	CAIM	1786.40
GAMC	CALA	1810.08
GAMC	CALL	1754.82
GAMC	CAMB	1977.57
GAMC	CAPC	1967.07
GAMC	CAPM	1977.57
GAMC	CASD	1768.12
GAMC	CASF	1977.57
GAMC	CASG	1930.51
GAMC	CASH	1764.03
GAMC	CASJ	1786.40
GAMC	CASM	1930.51
GAMC	CASU	1967.67
GAMC	CAUC	1803.10
GAMC	CAUH	1803.10
GAMC	COCH	1161.62
GAMC	COPM	1168.57
GAMC	COSL	1168.57
GAMC	COUC	1161.62
GAMC	CTHH	665.44
GAMC	CTYN	638.58
GAMC	DCCH	404.45
GAMC	DCGU	404.45
GAMC	DCGW	404.45
GAMC	DCWH	404.45
GAMC	DCWR	407.09
GAMC	DEAI	488.04
GAMC	DECC	478.95
GAMC	FLAC	344.38
GAMC	FLCC	450.58
GAMC	FLFH	297.85
GAMC	FLHM	260.69
GAMC	FLJD	458.38
GAMC	FLJM	471.89
GAMC	FLLM	336.92
GAMC	FLMR	458.38
GAMC	FLSH	324.10
GAMC	FLSL	189.37
GAMC	FLTG	332.93
GAMC	FLUF	230.26
GAMC	GAEH	122.06
GAMC	GAEM	122.06
GAMC	GAPH	122.06
GAMC	HIQM	4030.20
GAMC	IAIM	737.96
GAMC	IAIV	669.68
GAMC	IAVA	669.68
GAMC	ILCH	566.39
GAMC	ILCM	571.91
GAMC	ILLU	577.04
GAMC	ILMM	530.17
GAMC	ILNM	571.91
GAMC	ILPL	571.91
GAMC	ILSF	566.80
GAMC	ILUC	571.91
GAMC	ILUI	571.91
GAMC	ILVA	575.63
GAMC	INIM	428.84
GAMC	INSV	428.84
GAMC	KSUK	699.58
GAMC	KYJH	341.47
GAMC	KYKC	341.47
GAMC	KYUK	301.25
GAMC	LACH	464.32
GAMC	LAOF	464.32
GAMC	LATU	468.07
GAMC	LAWK	596.01
GAMC	MABI	742.48
GAMC	MABS	683.18
GAMC	MABU	742.48
GAMC	MACH	742.48
GAMC	MALC	744.19
GAMC	MAMG	742.48
GAMC	MANM	742.48
GAMC	MAPB	742.48
GAMC	MAUM	714.69
GAMC	MDJH	435.43
GAMC	MDUM	435.43
GAMC	MEMC	821.82
GAMC	MIBH	544.90
GAMC	MICH	535.01
GAMC	MIDV	596.46
GAMC	MIHF	535.01
GAMC	MISH	596.46
GAMC	MISJ	535.01
GAMC	MISM	596.46
GAMC	MIUM	536.19
GAMC	MNAN	866.96
GAMC	MNCM	866.96
GAMC	MNHC	866.96
GAMC	MNMC	801.14
GAMC	MNUM	866.96
GAMC	MOBH	505.13
GAMC	MOCG	505.13
GAMC	MOCH	505.13
GAMC	MOCM	697.20
GAMC	MOLH	697.20
GAMC	MORH	697.20
GAMC	MOSL	505.13
GAMC	MOUM	600.16
GAMC	MSUM	420.14
GAMC	NCBG	179.63
GAMC	NCCM	119.57
GAMC	NCDU	214.67
GAMC	NCEC	261.70
GAMC	NCMH	205.80
GAMC	NDMC	1173.17
GAMC	NDSL	1051.02
GAMC	NECH	813.29
GAMC	NEUN	813.29
GAMC	NHDH	762.20
GAMC	NJBI	574.46
GAMC	NJHK	585.20
GAMC	NJLL	510.09
GAMC	NJRW	554.80
GAMC	NJSB	572.74
GAMC	NJUH	574.46
GAMC	NMAQ	1226.35
GAMC	NMPH	1226.35
GAMC	NVUM	1637.08
GAMC	NYAM	674.40
GAMC	NYCC	584.33
GAMC	NYCP	578.67
GAMC	NYDS	577.85
GAMC	NYEC	584.46
GAMC	NYFL	617.23
GAMC	NYMA	588.49
GAMC	NYMS	578.67
GAMC	NYNS	591.99
GAMC	NYNY	578.67
GAMC	NYSB	615.52
GAMC	NYUC	578.67
GAMC	NYUM	637.59
GAMC	NYVA	588.49
GAMC	NYWC	601.68
GAMC	OHCC	482.78
GAMC	OHCH	393.30
GAMC	OHCM	360.04
GAMC	OHCO	497.39
GAMC	OHOU	393.30
GAMC	OHTC	360.04
GAMC	OHUC	360.04
GAMC	OHUH	482.78
GAMC	OKBC	778.68
GAMC	OKCM	778.68
GAMC	OKMD	778.68
GAMC	OKSJ	709.67
GAMC	ORGS	1996.59
GAMC	ORSV	1996.59
GAMC	ORUO	1996.59
GAMC	ORVA	1996.59
GAMC	PAAE	509.09
GAMC	PAAG	429.68
GAMC	PACH	429.68
GAMC	PACP	509.09
GAMC	PAGM	518.25
GAMC	PAHE	482.80
GAMC	PAHH	475.94
GAMC	PAHM	509.09
GAMC	PALV	529.85
GAMC	PAPH	528.10
GAMC	PAPT	429.68
GAMC	PASC	509.09
GAMC	PATJ	509.09
GAMC	PATU	509.09
GAMC	PAUP	509.09
GAMC	PAVA	429.68
GAMC	PRCC	1240.91
GAMC	PRSJ	1245.30
GAMC	RIRH	709.42
GAMC	SCCH	110.34
GAMC	SCLA	96.08
GAMC	SCMU	110.34
GAMC	SCPG	85.61
GAMC	SDMK	918.61
GAMC	SDSV	918.61
GAMC	TNBM	413.34
GAMC	TNEM	190.79
GAMC	TNLB	413.34
GAMC	TNMH	413.34
GAMC	TNST	286.76
GAMC	TNUK	177.86
GAMC	TNVU	286.76
GAMC	TXAS	773.73
