source	target	distance_nm
MISM	ORSV	1586.79
MISM	ORUO	1586.79
MISM	ORVA	1586.79
MISM	PAAE	506.18
MISM	PAAG	296.38
MISM	PACH	296.38
MISM	PACP	506.18
MISM	PAGM	421.87
MISM	PAHE	435.68
MISM	PAHH	426.37
MISM	PAHM	506.18
MISM	PALV	478.20
MISM	PAPH	252.20
MISM	PAPT	296.38
MISM	PASC	506.18
MISM	PATJ	506.18
MISM	PATU	506.18
MISM	PAUP	506.18
MISM	PAVA	296.38
MISM	PRCC	1776.02
MISM	PRSJ	1780.11
MISM	RIRH	635.73
MISM	SCCH	668.84
MISM	SCLA	545.68
MISM	SCMU	668.84
MISM	SCPG	510.90
MISM	SDMK	485.16
MISM	SDSV	485.16
MISM	TNBM	512.31
MISM	TNEM	476.21
MISM	TNLB	512.31
MISM	TNMH	512.31
MISM	TNST	411.99
MISM	TNUK	428.64
MISM	TNVU	411.99
MISM	TXAS	824.88
MISM	TXBC	1021.85
MISM	TXCF	824.88
MISM	TXCM	807.10
MISM	TXCT	957.77
MISM	TXDC	1077.21
MISM	TXDL	957.77
MISM	TXDM	957.77
MISM	TXDR	1173.83
MISM	TXDS	957.77
MISM	TXFW	824.88
MISM	TXHD	807.10
MISM	TXHH	920.68
MISM	TXHI	920.68
MISM	TXHS	1021.85
MISM	TXJS	931.47
MISM	TXLM	946.26
MISM	TXLP	1195.87
MISM	TXMC	807.10
MISM	TXMH	920.68
MISM	TXPL	824.88
MISM	TXPM	807.10
MISM	TXSP	807.10
MISM	TXSW	905.79
MISM	TXTC	920.68
MISM	TXTX	807.10
MISM	TXUC	1021.85
MISM	TXVA	920.68
MISM	UTLD	1177.91
MISM	UTMC	1176.37
MISM	UTPC	1176.37
MISM	VACH	566.84
MISM	VAFH	456.92
MISM	VAHD	498.56
MISM	VAMC	498.56
MISM	VAMV	498.56
MISM	VANG	566.84
MISM	VAUV	442.42
MISM	VTMC	548.10
MISM	WACH	1560.35
MISM	WASH	1361.62
MISM	WASM	1560.35
MISM	WAUW	1560.35
MISM	WAVM	1560.35
MISM	WICH	98.63
MISM	WISE	98.63
MISM	WISL	98.63
MISM	WIUW	163.43
MISM	WVCA	332.65
MISM	WVWU	326.50
MIUM	ALCH	546.05
MIUM	ALUA	546.05
MIUM	ALVA	546.05
MIUM	ARBH	604.74
MIUM	ARCH	604.74
MIUM	ARUA	604.74
MIUM	AZCH	1436.85
MIUM	AZGS	1436.85
MIUM	AZMC	1436.85
MIUM	AZSJ	1436.85
MIUM	AZUA	1427.83
MIUM	CACH	1681.11
MIUM	CACL	1690.47
MIUM	CACS	1690.47
MIUM	CAGH	1682.36
MIUM	CAHP	1676.36
MIUM	CAIM	1680.51
MIUM	CALA	1700.83
MIUM	CALL	1647.04
MIUM	CAMB	1784.73
MIUM	CAPC	1780.54
MIUM	CAPM	1784.73
MIUM	CASD	1682.36
MIUM	CASF	1784.73
MIUM	CASG	1726.99
MIUM	CASH	1681.11
MIUM	CASJ	1680.51
MIUM	CASM	1726.99
MIUM	CASU	1781.39
MIUM	CAUC	1690.47
MIUM	CAUH	1690.47
MIUM	COCH	965.81
MIUM	COPM	972.67
MIUM	COSL	972.67
MIUM	COUC	965.81
MIUM	CTHH	494.39
MIUM	CTYN	488.21
MIUM	DCCH	367.65
MIUM	DCGU	367.65
MIUM	DCGW	367.65
MIUM	DCWH	367.65
MIUM	DCWR	362.33
MIUM	DEAI	401.79
MIUM	DECC	394.86
MIUM	FLAC	873.96
MIUM	FLCC	986.55
MIUM	FLFH	833.87
MIUM	FLHM	796.71
MIUM	FLJD	993.98
MIUM	FLJM	1007.66
MIUM	FLLM	865.16
MIUM	FLMR	993.98
MIUM	FLSH	732.22
MIUM	FLSL	725.31
MIUM	FLTG	863.88
MIUM	FLUF	762.26
MIUM	GAEH	513.77
MIUM	GAEM	513.77
MIUM	GAMC	536.19
MIUM	GAPH	513.77
MIUM	HIQM	3866.81
MIUM	IAIM	443.35
MIUM	IAIV	349.62
MIUM	IAVA	349.62
MIUM	ILCH	182.36
MIUM	ILCM	174.62
MIUM	ILLU	184.28
MIUM	ILMM	306.01
MIUM	ILNM	174.62
MIUM	ILPL	174.62
MIUM	ILSF	279.69
MIUM	ILUC	174.62
MIUM	ILUI	174.62
MIUM	ILVA	184.33
MIUM	INIM	186.42
MIUM	INSV	186.42
MIUM	KSUK	530.57
MIUM	KYJH	259.02
MIUM	KYKC	259.02
MIUM	KYUK	256.87
MIUM	LACH	800.35
MIUM	LAOF	800.35
MIUM	LATU	800.73
MIUM	LAWK	755.64
MIUM	MABI	563.42
MIUM	MABS	496.76
MIUM	MABU	563.42
MIUM	MACH	563.42
MIUM	MALC	556.91
MIUM	MAMG	563.42
MIUM	MANM	563.42
MIUM	MAPB	563.42
MIUM	MAUM	530.93
MIUM	MDJH	371.08
MIUM	MDUM	371.08
MIUM	MEMC	598.38
MIUM	MIBH	29.58
MIUM	MICH	31.34
MIUM	MIDV	94.27
MIUM	MIHF	31.34
MIUM	MISH	94.27
MIUM	MISJ	31.34
MIUM	MISM	94.27
MIUM	MNAN	444.30
MIUM	MNCM	444.30
MIUM	MNHC	444.30
MIUM	MNMC	396.02
MIUM	MNUM	444.30
MIUM	MOBH	367.32
MIUM	MOCG	367.32
MIUM	MOCH	367.32
MIUM	MOCM	528.85
MIUM	MOLH	528.85
MIUM	MORH	528.85
MIUM	MOSL	367.32
MIUM	MOUM	439.59
MIUM	MSUM	673.77
MIUM	NCBG	405.75
MIUM	NCCM	445.28
MIUM	NCDU	440.00
MIUM	NCEC	499.16
MIUM	NCMH	440.78
MIUM	NDMC	776.93
MIUM	NDSL	621.90
MIUM	NECH	549.45
MIUM	NEUN	549.45
MIUM	NHDH	511.87
MIUM	NJBI	440.69
MIUM	NJHK	444.16
MIUM	NJLL	415.00
MIUM	NJRW	432.69
MIUM	NJSB	433.48
MIUM	NJUH	440.69
MIUM	NMAQ	1153.91
MIUM	NMPH	1153.91
MIUM	NVUM	1498.38
MIUM	NYAM	443.42
MIUM	NYCC	456.16
MIUM	NYCP	448.36
MIUM	NYDS	451.80
MIUM	NYEC	218.55
MIUM	NYFL	275.85
MIUM	NYMA	451.92
MIUM	NYMS	448.36
MIUM	NYNS	460.59
MIUM	NYNY	448.36
MIUM	NYSB	483.36
MIUM	NYUC	448.36
MIUM	NYUM	338.99
MIUM	NYVA	451.92
MIUM	NYWC	453.31
MIUM	OHCC	103.25
MIUM	OHCH	143.45
MIUM	OHCM	194.29
MIUM	OHCO	38.93
MIUM	OHOU	143.45
MIUM	OHTC	194.29
MIUM	OHUC	194.29
MIUM	OHUH	103.25
MIUM	OKBC	761.82
MIUM	OKCM	761.82
MIUM	OKMD	761.82
MIUM	OKSJ	677.68
MIUM	ORGS	1680.46
MIUM	ORSV	1680.46
MIUM	ORUO	1680.46
MIUM	ORVA	1680.46
MIUM	PAAE	412.96
MIUM	PAAG	202.40
MIUM	PACH	202.40
MIUM	PACP	412.96
MIUM	PAGM	330.10
MIUM	PAHE	342.18
MIUM	PAHH	332.71
MIUM	PAHM	412.96
MIUM	PALV	386.20
MIUM	PAPH	163.35
MIUM	PAPT	202.40
MIUM	PASC	412.96
MIUM	PATJ	412.96
MIUM	PATU	412.96
MIUM	PAUP	412.96
MIUM	PAVA	202.40
MIUM	PRCC	1690.87
MIUM	PRSJ	1694.92
MIUM	RIRH	550.78
MIUM	SCCH	598.61
MIUM	SCLA	475.49
MIUM	SCMU	598.61
MIUM	SCPG	451.08
MIUM	SDMK	575.89
MIUM	SDSV	575.89
MIUM	TNBM	520.57
MIUM	TNEM	441.03
MIUM	TNLB	520.57
MIUM	TNMH	520.57
MIUM	TNST	393.80
MIUM	TNUK	380.03
MIUM	TNVU	393.80
MIUM	TXAS	862.59
MIUM	TXBC	1052.07
MIUM	TXCF	862.59
MIUM	TXCM	842.76
MIUM	TXCT	987.87
MIUM	TXDC	1098.46
MIUM	TXDL	987.87
MIUM	TXDM	987.87
MIUM	TXDR	1194.23
MIUM	TXDS	987.87
MIUM	TXFW	862.59
MIUM	TXHD	842.76
MIUM	TXHH	939.15
MIUM	TXHI	939.15
MIUM	TXHS	1052.07
MIUM	TXJS	945.96
MIUM	TXLM	1001.57
MIUM	TXLP	1255.41
MIUM	TXMC	842.76
MIUM	TXMH	939.15
MIUM	TXPL	862.59
MIUM	TXPM	842.76
MIUM	TXSP	842.76
MIUM	TXSW	937.38
MIUM	TXTC	939.15
MIUM	TXTX	842.76
MIUM	TXUC	1052.07
MIUM	TXVA	939.15
MIUM	UTLD	1265.27
MIUM	UTMC	1263.89
MIUM	UTPC	1263.89
MIUM	VACH	475.10
MIUM	VAFH	363.01
MIUM	VAHD	407.24
MIUM	VAMC	407.24
MIUM	VAMV	407.24
MIUM	VANG	475.10
MIUM	VAUV	351.97
MIUM	VTMC	478.43
MIUM	WACH	1654.57
MIUM	WASH	1455.83
MIUM	WASM	1654.57
MIUM	WAUW	1654.57
MIUM	WAVM	1654.57
MIUM	WICH	189.44
MIUM	WISE	189.44
MIUM	WISL	189.44
MIUM	WIUW	253.50
MIUM	WVCA	255.37
MIUM	WVWU	234.57
MNAN	ALCH	750.86
MNAN	ALUA	750.86
MNAN	ALVA	750.86
MNAN	ARBH	616.60
MNAN	ARCH	616.60
MNAN	ARUA	616.60
MNAN	AZCH	1112.21
MNAN	AZGS	1112.21
MNAN	AZMC	1112.21
MNAN	AZSJ	1112.21
MNAN	AZUA	1126.66
MNAN	CACH	1331.66
MNAN	CACL	1323.47
MNAN	CACS	1323.47
MNAN	CAGH	1331.16
MNAN	CAHP	1309.82
MNAN	CAIM	1317.72
MNAN	CALA	1335.27
MNAN	CALL	1284.69
MNAN	CAMB	1375.58
MNAN	CAPC	1374.12
MNAN	CAPM	1375.58
MNAN	CASD	1331.16
MNAN	CASF	1375.58
MNAN	CASG	1314.80
MNAN	CASH	1331.66
MNAN	CASJ	1317.72
MNAN	CASM	1314.80
MNAN	CASU	1375.07
MNAN	CAUC	1323.47
MNAN	CAUH	1323.47
MNAN	COCH	601.61
MNAN	COPM	607.46
MNAN	COSL	607.46
MNAN	COUC	601.61
MNAN	CTHH	916.84
MNAN	CTYN	916.28
MNAN	DCCH	810.55
MNAN	DCGU	810.55
MNAN	DCGW	810.55
MNAN	DCWH	810.55
MNAN	DCWR	805.41
MNAN	DEAI	845.26
MNAN	DECC	838.65
MNAN	FLAC	1152.80
MNAN	FLCC	1293.76
MNAN	FLFH	1138.92
MNAN	FLHM	1111.89
MNAN	FLJD	1304.43
MNAN	FLJM	1316.25
MNAN	FLLM	1141.91
MNAN	FLMR	1304.43
MNAN	FLSH	920.33
MNAN	FLSL	1036.89
MNAN	FLTG	1146.80
MNAN	FLUF	1057.05
MNAN	GAEH	789.85
MNAN	GAEM	789.85
MNAN	GAMC	866.96
MNAN	GAPH	789.85
MNAN	HIQM	3446.88
MNAN	IAIM	204.40
MNAN	IAIV	213.27
MNAN	IAVA	213.27
MNAN	ILCH	310.53
MNAN	ILCM	308.75
MNAN	ILLU	301.05
MNAN	ILMM	350.24
MNAN	ILNM	308.75
MNAN	ILPL	308.75
MNAN	ILSF	304.15
MNAN	ILUC	308.75
MNAN	ILUI	308.75
MNAN	ILVA	302.18
MNAN	INIM	444.24
MNAN	INSV	444.24
MNAN	KSUK	357.65
MNAN	KYJH	525.91
MNAN	KYKC	525.91
MNAN	KYUK	573.20
MNAN	LACH	914.24
MNAN	LAOF	914.24
MNAN	LATU	911.95
MNAN	LAWK	749.52
MNAN	MABI	975.10
MNAN	MABS	914.74
MNAN	MABU	975.10
MNAN	MACH	975.10
MNAN	MALC	966.79
MNAN	MAMG	975.10
MNAN	MANM	975.10
MNAN	MAPB	975.10
MNAN	MAUM	945.24
MNAN	MDJH	815.27
MNAN	MDUM	815.27
MNAN	MEMC	989.29
MNAN	MIBH	463.93
MNAN	MICH	471.61
MNAN	MIDV	350.09
MNAN	MIHF	471.61
MNAN	MISH	350.09
MNAN	MISJ	471.61
MNAN	MISM	350.09
MNAN	MIUM	444.30
MNAN	MNCM	0.00
MNAN	MNHC	0.00
MNAN	MNMC	66.86
MNAN	MNUM	0.00
MNAN	MOBH	405.67
MNAN	MOCG	405.67
MNAN	MOCH	405.67
MNAN	MOCM	358.09
MNAN	MOLH	358.09
MNAN	MORH	358.09
MNAN	MOSL	405.67
MNAN	MOUM	364.56
MNAN	MSUM	775.49
MNAN	NCBG	797.29
MNAN	NCCM	816.51
MNAN	NCDU	847.84
MNAN	NCEC	917.92
MNAN	NCMH	845.96
MNAN	NDMC	333.07
MNAN	NDSL	186.40
MNAN	NECH	252.38
MNAN	NEUN	252.38
MNAN	NHDH	904.85
MNAN	NJBI	876.70
MNAN	NJHK	878.65
MNAN	NJLL	857.35
MNAN	NJRW	871.07
MNAN	NJSB	869.31
MNAN	NJUH	876.70
MNAN	NMAQ	854.12
MNAN	NMPH	854.12
MNAN	NVUM	1125.72
MNAN	NYAM	855.56
MNAN	NYCC	891.63
MNAN	NYCP	884.21
MNAN	NYDS	888.00
MNAN	NYEC	634.44
MNAN	NYFL	683.61
MNAN	NYMA	886.41
MNAN	NYMS	884.21
MNAN	NYNS	895.13
MNAN	NYNY	884.21
MNAN	NYSB	915.59
MNAN	NYUC	884.21
MNAN	NYUM	747.59
MNAN	NYVA	886.41
MNAN	NYWC	885.55
MNAN	OHCC	547.52
MNAN	OHCH	545.25
MNAN	OHCM	526.15
MNAN	OHCO	469.61
MNAN	OHOU	545.25
MNAN	OHTC	526.15
MNAN	OHUC	526.15
MNAN	OHUH	547.52
MNAN	OKBC	603.46
MNAN	OKCM	603.46
MNAN	OKMD	603.46
MNAN	OKSJ	544.56
MNAN	ORGS	1237.98
MNAN	ORSV	1237.98
MNAN	ORUO	1237.98
MNAN	ORVA	1237.98
MNAN	PAAE	855.34
MNAN	PAAG	645.59
MNAN	PACH	645.59
MNAN	PACP	855.34
MNAN	PAGM	769.39
MNAN	PAHE	785.25
MNAN	PAHH	776.11
MNAN	PAHM	855.34
MNAN	PALV	825.77
MNAN	PAPH	598.36
MNAN	PAPT	645.59
MNAN	PASC	855.34
MNAN	PATJ	855.34
MNAN	PATU	855.34
MNAN	PAUP	855.34
MNAN	PAVA	645.59
MNAN	PRCC	2093.20
MNAN	PRSJ	2097.44
MNAN	RIRH	969.88
MNAN	SCCH	959.44
MNAN	SCLA	842.19
MNAN	SCMU	959.44
MNAN	SCPG	786.86
MNAN	SDMK	172.08
MNAN	SDSV	172.08
MNAN	TNBM	609.02
MNAN	TNEM	699.58
MNAN	TNLB	609.02
MNAN	TNMH	609.02
MNAN	TNST	606.63
MNAN	TNUK	689.19
MNAN	TNVU	606.63
MNAN	TXAS	758.77
MNAN	TXBC	967.26
MNAN	TXCF	758.77
MNAN	TXCM	751.57
MNAN	TXCT	908.93
MNAN	TXDC	1053.53
MNAN	TXDL	908.93
MNAN	TXDM	908.93
MNAN	TXDR	1147.23
MNAN	TXDS	908.93
MNAN	TXFW	758.77
MNAN	TXHD	751.57
MNAN	TXHH	920.17
MNAN	TXHI	920.17
MNAN	TXHS	967.26
MNAN	TXJS	944.80
MNAN	TXLM	791.58
MNAN	TXLP	1006.88
MNAN	TXMC	751.57
MNAN	TXMH	920.17
MNAN	TXPL	758.77
MNAN	TXPM	751.57
MNAN	TXSP	751.57
MNAN	TXSW	855.84
MNAN	TXTC	920.17
MNAN	TXTX	751.57
MNAN	TXUC	967.26
MNAN	TXVA	920.17
MNAN	UTLD	858.70
MNAN	UTMC	856.40
MNAN	UTPC	856.40
MNAN	VACH	910.04
MNAN	VAFH	805.62
MNAN	VAHD	841.35
MNAN	VAMC	841.35
MNAN	VAMV	841.35
MNAN	VANG	910.04
MNAN	VAUV	784.05
MNAN	VTMC	854.71
MNAN	WACH	1210.26
MNAN	WASH	1011.53
MNAN	WASM	1210.26
MNAN	WAUW	1210.26
MNAN	WAVM	1210.26
MNAN	WICH	259.17
MNAN	WISE	259.17
MNAN	WISL	259.17
MNAN	WIUW	203.00
MNAN	WVCA	655.79
MNAN	WVWU	672.18
MNCM	ALCH	750.86
MNCM	ALUA	750.86
MNCM	ALVA	750.86
MNCM	ARBH	616.60
MNCM	ARCH	616.60
MNCM	ARUA	616.60
MNCM	AZCH	1112.21
MNCM	AZGS	1112.21
MNCM	AZMC	1112.21
MNCM	AZSJ	1112.21
MNCM	AZUA	1126.66
MNCM	CACH	1331.66
MNCM	CACL	1323.47
MNCM	CACS	1323.47
MNCM	CAGH	1331.16
MNCM	CAHP	1309.82
MNCM	CAIM	1317.72
MNCM	CALA	1335.27
MNCM	CALL	1284.69
MNCM	CAMB	1375.58
MNCM	CAPC	1374.12
MNCM	CAPM	1375.58
MNCM	CASD	1331.16
MNCM	CASF	1375.58
MNCM	CASG	1314.80
MNCM	CASH	1331.66
MNCM	CASJ	1317.72
MNCM	CASM	1314.80
MNCM	CASU	1375.07
MNCM	CAUC	1323.47
MNCM	CAUH	1323.47
MNCM	COCH	601.61
MNCM	COPM	607.46
MNCM	COSL	607.46
MNCM	COUC	601.61
MNCM	CTHH	916.84
MNCM	CTYN	916.28
MNCM	DCCH	810.55
MNCM	DCGU	810.55
MNCM	DCGW	810.55
MNCM	DCWH	810.55
MNCM	DCWR	805.41
MNCM	DEAI	845.26
MNCM	DECC	838.65
MNCM	FLAC	1152.80
MNCM	FLCC	1293.76
MNCM	FLFH	1138.92
MNCM	FLHM	1111.89
MNCM	FLJD	1304.43
MNCM	FLJM	1316.25
MNCM	FLLM	1141.91
MNCM	FLMR	1304.43
MNCM	FLSH	920.33
MNCM	FLSL	1036.89
MNCM	FLTG	1146.80
MNCM	FLUF	1057.05
MNCM	GAEH	789.85
MNCM	GAEM	789.85
MNCM	GAMC	866.96
MNCM	GAPH	789.85
MNCM	HIQM	3446.88
MNCM	IAIM	204.40
MNCM	IAIV	213.27
MNCM	IAVA	213.27
MNCM	ILCH	310.53
MNCM	ILCM	308.75
MNCM	ILLU	301.05
MNCM	ILMM	350.24
MNCM	ILNM	308.75
MNCM	ILPL	308.75
MNCM	ILSF	304.15
MNCM	ILUC	308.75
MNCM	ILUI	308.75
MNCM	ILVA	302.18
MNCM	INIM	444.24
MNCM	INSV	444.24
MNCM	KSUK	357.65
MNCM	KYJH	525.91
MNCM	KYKC	525.91
MNCM	KYUK	573.20
MNCM	LACH	914.24
MNCM	LAOF	914.24
MNCM	LATU	911.95
MNCM	LAWK	749.52
MNCM	MABI	975.10
MNCM	MABS	914.74
MNCM	MABU	975.10
MNCM	MACH	975.10
MNCM	MALC	966.79
MNCM	MAMG	975.10
MNCM	MANM	975.10
MNCM	MAPB	975.10
MNCM	MAUM	945.24
MNCM	MDJH	815.27
MNCM	MDUM	815.27
MNCM	MEMC	989.29
MNCM	MIBH	463.93
MNCM	MICH	471.61
MNCM	MIDV	350.09
MNCM	MIHF	471.61
MNCM	MISH	350.09
MNCM	MISJ	471.61
MNCM	MISM	350.09
MNCM	MIUM	444.30
MNCM	MNAN	0.00
MNCM	MNHC	0.00
MNCM	MNMC	66.86
MNCM	MNUM	0.00
MNCM	MOBH	405.67
MNCM	MOCG	405.67
MNCM	MOCH	405.67
MNCM	MOCM	358.09
MNCM	MOLH	358.09
MNCM	MORH	358.09
MNCM	MOSL	405.67
MNCM	MOUM	364.56
MNCM	MSUM	775.49
MNCM	NCBG	797.29
MNCM	NCCM	816.51
MNCM	NCDU	847.84
MNCM	NCEC	917.92
MNCM	NCMH	845.96
MNCM	NDMC	333.07
MNCM	NDSL	186.40
MNCM	NECH	252.38
MNCM	NEUN	252.38
MNCM	NHDH	904.85
MNCM	NJBI	876.70
MNCM	NJHK	878.65
MNCM	NJLL	857.35
MNCM	NJRW	871.07
MNCM	NJSB	869.31
MNCM	NJUH	876.70
MNCM	NMAQ	854.12
MNCM	NMPH	854.12
MNCM	NVUM	1125.72
MNCM	NYAM	855.56
MNCM	NYCC	891.63
MNCM	NYCP	884.21
MNCM	NYDS	888.00
MNCM	NYEC	634.44
MNCM	NYFL	683.61
MNCM	NYMA	886.41
MNCM	NYMS	884.21
MNCM	NYNS	895.13
MNCM	NYNY	884.21
MNCM	NYSB	915.59
MNCM	NYUC	884.21
MNCM	NYUM	747.59
MNCM	NYVA	886.41
MNCM	NYWC	885.55
MNCM	OHCC	547.52
MNCM	OHCH	545.25
MNCM	OHCM	526.15
MNCM	OHCO	469.61
MNCM	OHOU	545.25
MNCM	OHTC	526.15
MNCM	OHUC	526.15
MNCM	OHUH	547.52
MNCM	OKBC	603.46
MNCM	OKCM	603.46
MNCM	OKMD	603.46
MNCM	OKSJ	544.56
MNCM	ORGS	1237.98
MNCM	ORSV	1237.98
MNCM	ORUO	1237.98
MNCM	ORVA	1237.98
MNCM	PAAE	855.34
MNCM	PAAG	645.59
MNCM	PACH	645.59
MNCM	PACP	855.34
MNCM	PAGM	769.39
MNCM	PAHE	785.25
MNCM	PAHH	776.11
MNCM	PAHM	855.34
MNCM	PALV	825.77
MNCM	PAPH	598.36
MNCM	PAPT	645.59
MNCM	PASC	855.34
MNCM	PATJ	855.34
MNCM	PATU	855.34
MNCM	PAUP	855.34
MNCM	PAVA	645.59
MNCM	PRCC	2093.20
MNCM	PRSJ	2097.44
MNCM	RIRH	969.88
MNCM	SCCH	959.44
MNCM	SCLA	842.19
MNCM	SCMU	959.44
MNCM	SCPG	786.86
MNCM	SDMK	172.08
MNCM	SDSV	172.08
MNCM	TNBM	609.02
MNCM	TNEM	699.58
MNCM	TNLB	609.02
MNCM	TNMH	609.02
MNCM	TNST	606.63
MNCM	TNUK	689.19
MNCM	TNVU	606.63
MNCM	TXAS	758.77
MNCM	TXBC	967.26
MNCM	TXCF	758.77
MNCM	TXCM	751.57
MNCM	TXCT	908.93
MNCM	TXDC	1053.53
MNCM	TXDL	908.93
MNCM	TXDM	908.93
MNCM	TXDR	1147.23
MNCM	TXDS	908.93
MNCM	TXFW	758.77
MNCM	TXHD	751.57
MNCM	TXHH	920.17
MNCM	TXHI	920.17
MNCM	TXHS	967.26
MNCM	TXJS	944.80
MNCM	TXLM	791.58
MNCM	TXLP	1006.88
MNCM	TXMC	751.57
MNCM	TXMH	920.17
MNCM	TXPL	758.77
MNCM	TXPM	751.57
MNCM	TXSP	751.57
MNCM	TXSW	855.84
MNCM	TXTC	920.17
MNCM	TXTX	751.57
MNCM	TXUC	967.26
MNCM	TXVA	920.17
MNCM	UTLD	858.70
MNCM	UTMC	856.40
MNCM	UTPC	856.40
MNCM	VACH	910.04
MNCM	VAFH	805.62
MNCM	VAHD	841.35
MNCM	VAMC	841.35
MNCM	VAMV	841.35
MNCM	VANG	910.04
MNCM	VAUV	784.05
MNCM	VTMC	854.71
MNCM	WACH	1210.26
MNCM	WASH	1011.53
MNCM	WASM	1210.26
MNCM	WAUW	1210.26
MNCM	WAVM	1210.26
MNCM	WICH	259.17
MNCM	WISE	259.17
MNCM	WISL	259.17
MNCM	WIUW	203.00
MNCM	WVCA	655.79
MNCM	WVWU	672.18
MNHC	ALCH	750.86
MNHC	ALUA	750.86
MNHC	ALVA	750.86
MNHC	ARBH	616.60
MNHC	ARCH	616.60
MNHC	ARUA	616.60
MNHC	AZCH	1112.21
MNHC	AZGS	1112.21
MNHC	AZMC	1112.21
MNHC	AZSJ	1112.21
MNHC	AZUA	1126.66
MNHC	CACH	1331.66
MNHC	CACL	1323.47
MNHC	CACS	1323.47
MNHC	CAGH	1331.16
MNHC	CAHP	1309.82
MNHC	CAIM	1317.72
MNHC	CALA	1335.27
MNHC	CALL	1284.69
MNHC	CAMB	1375.58
MNHC	CAPC	1374.12
MNHC	CAPM	1375.58
MNHC	CASD	1331.16
MNHC	CASF	1375.58
MNHC	CASG	1314.80
MNHC	CASH	1331.66
MNHC	CASJ	1317.72
MNHC	CASM	1314.80
MNHC	CASU	1375.07
MNHC	CAUC	1323.47
MNHC	CAUH	1323.47
MNHC	COCH	601.61
MNHC	COPM	607.46
MNHC	COSL	607.46
MNHC	COUC	601.61
MNHC	CTHH	916.84
MNHC	CTYN	916.28
MNHC	DCCH	810.55
MNHC	DCGU	810.55
MNHC	DCGW	810.55
MNHC	DCWH	810.55
MNHC	DCWR	805.41
MNHC	DEAI	845.26
MNHC	DECC	838.65
MNHC	FLAC	1152.80
MNHC	FLCC	1293.76
MNHC	FLFH	1138.92
MNHC	FLHM	1111.89
MNHC	FLJD	1304.43
MNHC	FLJM	1316.25
MNHC	FLLM	1141.91
MNHC	FLMR	1304.43
MNHC	FLSH	920.33
MNHC	FLSL	1036.89
MNHC	FLTG	1146.80
MNHC	FLUF	1057.05
MNHC	GAEH	789.85
MNHC	GAEM	789.85
MNHC	GAMC	866.96
MNHC	GAPH	789.85
MNHC	HIQM	3446.88
MNHC	IAIM	204.40
MNHC	IAIV	213.27
MNHC	IAVA	213.27
MNHC	ILCH	310.53
MNHC	ILCM	308.75
MNHC	ILLU	301.05
MNHC	ILMM	350.24
MNHC	ILNM	308.75
MNHC	ILPL	308.75
MNHC	ILSF	304.15
MNHC	ILUC	308.75
MNHC	ILUI	308.75
MNHC	ILVA	302.18
MNHC	INIM	444.24
MNHC	INSV	444.24
MNHC	KSUK	357.65
MNHC	KYJH	525.91
MNHC	KYKC	525.91
MNHC	KYUK	573.20
MNHC	LACH	914.24
MNHC	LAOF	914.24
MNHC	LATU	911.95
MNHC	LAWK	749.52
MNHC	MABI	975.10
MNHC	MABS	914.74
MNHC	MABU	975.10
MNHC	MACH	975.10
MNHC	MALC	966.79
MNHC	MAMG	975.10
MNHC	MANM	975.10
MNHC	MAPB	975.10
MNHC	MAUM	945.24
MNHC	MDJH	815.27
MNHC	MDUM	815.27
MNHC	MEMC	989.29
MNHC	MIBH	463.93
MNHC	MICH	471.61
MNHC	MIDV	350.09
MNHC	MIHF	471.61
MNHC	MISH	350.09
MNHC	MISJ	471.61
MNHC	MISM	350.09
MNHC	MIUM	444.30
MNHC	MNAN	0.00
MNHC	MNCM	0.00
MNHC	MNMC	66.86
MNHC	MNUM	0.00
MNHC	MOBH	405.67
MNHC	MOCG	405.67
MNHC	MOCH	405.67
MNHC	MOCM	358.09
MNHC	MOLH	358.09
MNHC	MORH	358.09
MNHC	MOSL	405.67
MNHC	MOUM	364.56
MNHC	MSUM	775.49
MNHC	NCBG	797.29
MNHC	NCCM	816.51
MNHC	NCDU	847.84
MNHC	NCEC	917.92
MNHC	NCMH	845.96
MNHC	NDMC	333.07
MNHC	NDSL	186.40
MNHC	NECH	252.38
MNHC	NEUN	252.38
MNHC	NHDH	904.85
MNHC	NJBI	876.70
MNHC	NJHK	878.65
MNHC	NJLL	857.35
MNHC	NJRW	871.07
MNHC	NJSB	869.31
MNHC	NJUH	876.70
MNHC	NMAQ	854.12
MNHC	NMPH	854.12
MNHC	NVUM	1125.72
MNHC	NYAM	855.56
MNHC	NYCC	891.63
MNHC	NYCP	884.21
MNHC	NYDS	888.00
MNHC	NYEC	634.44
MNHC	NYFL	683.61
MNHC	NYMA	886.41
MNHC	NYMS	884.21
MNHC	NYNS	895.13
MNHC	NYNY	884.21
MNHC	NYSB	915.59
MNHC	NYUC	884.21
MNHC	NYUM	747.59
MNHC	NYVA	886.41
MNHC	NYWC	885.55
MNHC	OHCC	547.52
MNHC	OHCH	545.25
MNHC	OHCM	526.15
MNHC	OHCO	469.61
MNHC	OHOU	545.25
MNHC	OHTC	526.15
MNHC	OHUC	526.15
MNHC	OHUH	547.52
MNHC	OKBC	603.46
MNHC	OKCM	603.46
MNHC	OKMD	603.46
MNHC	OKSJ	544.56
MNHC	ORGS	1237.98
MNHC	ORSV	1237.98
MNHC	ORUO	1237.98
MNHC	ORVA	1237.98
MNHC	PAAE	855.34
MNHC	PAAG	645.59
